Name,Sex,Bodyweight,Age,Squat,Bench,Deadlift,Total
Evan Diaz,M,67.2,22,180,90,217.5,487.5
Josh Hyaduck,M,74.5,31,265,165,310,740
Dean Chung,M,74.9,25,240,155,317.5,712.5
Steve Mar,M,71,31,210,137.5,247.5,595
Robert Rabot,M,73.7,30,190,155,237.5,582.5
Cory Ferguson,M,74.6,24,205,107.5,250,562.5
Samuel Yoon,M,68.1,25,192.5,120,247.5,560
Brian Adams,M,73.3,22,185,130,242.5,557.5
Timothy Dumancas,M,74.8,27,187.5,117.5,245,550
Craig Garkie,M,73.6,30,190,122.5,235,547.5
Kyle Vilayvanh,M,74.7,30,197.5,120,230,547.5
Jawon Garrison,M,80.3,30,287.5,192.5,300,780
Dexter Jones,M,82.2,27,280,202.5,295,777.5
Philip Pohle,M,81.3,25,197.5,130,260,587.5
Kyle Steed,M,81.3,36,215,117.5,245,577.5
Lenny Wicks,M,87.6,31,310,172.5,320,802.5
James Clifford,M,89.4,28,245,150,302.5,697.5
Kirk Whittenberg,M,88.3,36,220,192.5,260,672.5
Colton Collins,M,89.2,25,242.5,155,265,662.5
Parker Musselwhite,M,88.7,19,262.5,132.5,262.5,657.5
Jason Warren,M,88.8,24,217.5,142.5,265,625
Cardell Oliver,M,99.5,40,270,190,327.5,787.5
Lucas Johnson,M,98.1,27,252.5,150,335.5,738
Lee Seeley,M,98.4,29,245,180,300,725
Gregory Costa,M,96,24,245,160,290,695
Shane Pham,M,98.7,26,250,155,287.5,692.5
Nick Squires,M,100,32,247.5,160,280,687.5
Troy Zuroske,M,99,27,240,145,295,680
Josh Laven,M,97.3,37,215,157.5,257.5,630
Patrick Grennan,M,95.4,32,220,145,257.5,622.5
Eric Levy,M,97.4,46,210,125,267.5,602.5
Mathew Mann,M,98.3,37,210,142.5,250,602.5
Vincent Jackson,M,103.9,30,275,175,347.5,797.5
Jamil Spears,M,108.6,29,240,175,350,765
Joseph Robinson,M,102.4,28,280.5,180,295,755.5
Steve Thompson,M,109,42,257.5,212.5,280,750
Austin Schmidt,M,104.9,24,255,185,275,715
Jeremy Grimm,M,107.6,38,230,157.5,265,652.5
Micheal Lucero,M,108.4,23,235,155,240,630
Anthony Salas #1,M,122.2,28,287.5,212.5,300,800
Damian Solis,M,123.7,32,250,172.5,317.5,740
Erick Garcia,M,123.1,23,275,190,262.5,727.5
Gregory Correa,M,121.6,33,247.5,182.5,285,715
Alex Stults,M,121,28,257.5,182.5,270,710
Kyle Thigpen,M,124,40,240,165,272.5,677.5
Daniel Swalls,M,122.5,53,212.5,160,262.5,635
Adam Rockwell,M,140,25,250,207.5,310,767.5
Roger Guillory,M,132.7,20,280,190,276,746
Salvador Alejandro Martinez,M,137.2,24,250,182.5,250,682.5
Andrew Lewis #2,M,135,35,247.5,182.5,237.5,667.5
Tyree Dunn,M,159,30,365,220,345,930
Emmanuel Bravo,M,154.4,24,307.5,205,320,832.5
Richard Castillo,M,146.4,26,302.5,220,290,812.5
Elias Abner,M,163.3,28,320,182.5,307.5,810
Jason Schrauth,M,158.2,32,265,212.5,325,802.5
Joey Roberts,M,142.9,25,290,192.5,307.5,790
Gabriel Alderette,M,148.5,49,217.5,187.5,250.5,655.5
Brittany Matos,F,50.3,33,112.5,62.5,110,285
Amber McDougall,F,60.5,27,133,80,145,358
Amanda Schmidt,F,64.8,40,110,57.5,132.5,300
Abby Owen,F,73.1,33,110,60,130,300
Brittney Hasty,F,69.7,35,85,37.5,115,237.5
Tabitha Potts,F,84.5,36,145,90,182.5,417.5
Nicole McClure-Cox,F,129,35,165,87.5,177.5,430
Ashley Miller,F,116,27,95,77.5,110,282.5
Patrick Fegan,M,81.4,37,185,137.5,247.5,570
Robert Hutcheson,M,80.9,31,160,127.5,212.5,500
Adam Hasty,M,79.7,40,162.5,132.5,190,485
Michael Deweese,M,79.3,73,75,80,90,245
Jeff Meade,M,88,25,237.5,145,260,642.5
Sean Ray,M,83.8,28,137.5,105,175,417.5
Lincoln Grant,M,98.8,32,262.5,145,330,737.5
James Varner,M,98.8,40,245,172.5,290,707.5
Taylor Paulsey,F,66,22,142.5,78,147.5,368
Emily Lilly,F,71.1,39,135,97.5,150,382.5
Bethany Morse,F,71.3,29,110,60,135,305
Maria Robbins,F,74.1,41,85,55,105,245
Maggie Nicholson,F,111.6,31,97.5,52.5,135,285
Roman Widmann,M,74.6,25,212.5,145,230,587.5
Billy Black,M,73.9,28,190,130,232.5,552.5
Steeler Rush,M,71,24,77.5,85,115,277.5
Seth Bowling,M,82.1,24,192.5,162.5,225,580
Nathan Smith #5,M,81,25,192.5,130,200,522.5
Anthony Rose,M,82.3,21,155,127.5,227.5,510
Richard Raggi,M,79.7,32,167.5,120,215,502.5
Justin Xu,M,81.6,24,150,127.5,220,497.5
James Range,M,86.6,28,237.5,137.5,275,650
Zane Ashby,M,89.5,25,210,122.5,235,567.5
Andrew Arteagaharo,M,87.4,23,185,110,230,525
Jaime Espinoza,M,87.7,30,177.5,110,197.5,485
Brealon Ashworth,M,99.4,27,267.5,165,265,697.5
Marvin Spicer,M,98.6,28,227.5,185,272.5,685
Jon Clark #1,M,95.1,28,215,150,260,625
Mason Salisbury,M,100.6,42,250,155,295,700
Chad Perry,M,109.4,43,205,142.5,245,592.5
John Nelson,M,113.7,34,265,175,287.5,727.5
Virgile Barber,M,114.6,26,207.5,180,237.5,625
Seth Kegley,M,121.9,25,252.5,117.5,237.5,607.5
Ryan Harris,M,139.9,21,220,145,220,585
Joni Craft,F,49.95,41,65,47.5,87.5,200
Kristin Brown,F,54.95,31,102.5,57.5,110,270
Lizzie Smith,F,54.25,31,92.5,52.5,115,260
Vidhya Narayanan,F,55.4,38,100,45,115,260
Kristen Hutchins,F,60,25,125,70,162.5,357.5
Lisa Mccollum,F,87.9,31,110,45,115,270
Kristin Carter,F,109.8,39,135,77.5,140,352.5
Ryan Bly,M,54.4,30,122.5,102.5,182.5,407.5
Edward Coleman,M,66.1,25,188,117.5,195,500.5
Ryan Kuhlmann,M,72.2,34,167.5,112.5,210,490
Matt Hincy,M,80,28,185,145,245,575
Justin Slaughter,M,82,36,200,142.5,185,527.5
Clay Boyd,M,78.3,29,160,125,220,505
Lamar Rhodes,M,86.7,32,260,182.5,305,747.5
David Allen,M,88.05,25,227.5,182.5,277.5,687.5
Brandon Merrell,M,87.5,29,137.5,125,182.5,445
Courtney Jenkins,M,93.5,27,262.5,160,285,707.5
Ben Spooner,M,96.7,37,200,137.5,260,597.5
Levante Price,M,107.1,25,290,167.5,342.5,800
Kaleb Hunter,M,119.7,28,250,205,290,745
Keilani Ando,F,49.8,22,110,50,135,295
Gloria Luong,F,55.2,28,107.5,77.5,147.5,332.5
Monique Nguyen,F,55.1,28,122.5,50,155,327.5
Jeannie Nguyen,F,59.1,24,115,65,155,335
Diana Dinh,F,58.9,26,105,55,140,300
Giselle Resngit,F,57.9,31,75,50,125,250
Aubrey Yip,F,67.1,25,140,75,152.5,367.5
Abigail Macoy,F,66.7,28,110,47.5,115,272.5
Sarah Wilson,F,82.4,23,110,57.5,142.5,310
Denny Sou,M,67.4,33,167.5,137.5,230,535
Chang Lee,M,73.8,22,182.5,117.5,192.5,492.5
James Aguila,M,74.2,27,165,105,217.5,487.5
Janahan Arulmoli,M,74.5,31,137.5,100,222.5,460
Dylan Carigma,M,73.1,26,152.5,107.5,197.5,457.5
Vincent Tran,M,69.9,26,165,100,180,445
Kevin Suy,M,79.9,27,227.5,130,240,597.5
Anthony Bui #3,M,80.7,30,177.5,125,205,507.5
Mir Inaamullah,M,82.1,30,182.5,110,212.5,505
Shawn Handelman,M,80.3,55,182.5,107.5,200,490
Neil Camero,M,89.5,35,230,137.5,242.5,610
Reynaldo Sevilla,M,88.4,27,175,105,235,515
Jason Punzalan,M,83,28,162.5,110,192.5,465
Thomas Jackson,M,88.2,34,125,80,182.5,387.5
Kyle Britt,M,99.5,25,245,137.5,302.5,685
Marvin Ma,M,93.4,25,175,100,175,450
Phillip Vu,M,116.3,25,280,155,282.5,717.5
Oscar Gadea,M,112.9,28,237.5,175,220,632.5
Isabel Shingler,F,58.5,23,130,75,147.5,352.5
Amberly Kuhlmann,F,63.4,33,125,65,165,355
Amanda Pate,F,63.85,33,125,67.5,155,347.5
Abria Queen,F,72.8,36,150,92.5,175,417.5
Jean Humphrey,F,88.65,40,140,70,172.5,382.5
Krystal Cilch-Hannis,F,86.55,31,100,65,135,300
Kristin Carter,F,106,39,125,75,155,355
Dixie Gras,F,92.95,34,112.5,57.5,137.5,307.5
Kathyreen Conway,F,95.45,41,102.5,57.5,110,270
Lisa Mccollum,F,92.2,31,107.5,45,110,262.5
GerDono Wade,M,65.3,33,182.5,132.5,230,545
Jackson Kelley,M,71.3,16,182.5,127.5,227.5,537.5
Mykul Hill,M,70.7,30,175,120,217.5,512.5
Ryan Kuhlmann,M,74.8,33,180,115,217.5,512.5
Christopher Hancock,M,72,27,185,127.5,195,507.5
Samuel Morrison,M,73.8,24,125,97.5,187.5,410
Cory Griffin,M,77.85,24,130,102.5,170,402.5
Wesley Walters,M,87.6,25,250,155,272.5,677.5
Joseph Corbett,M,86.98,24,200,137.5,202.5,540
Alex Brewbaker,M,87.2,15,137.5,112.5,210,460
Courtney Jenkins,M,94.35,26,247.5,157.5,285,690
Hayden Williams,M,98.4,26,235,150,300,685
Scott Rutherford,M,113.35,46,227.5,182.5,225,635
James Wilkerson,M,132.35,36,245,177.5,260,682.5
Brookelyn Gillin,F,55.1,26,102.5,52.5,105,260
Danielle Durochik,F,67.3,27,120,60,152.5,332.5
Kasey Litts,F,74.6,27,122.5,65,155,342.5
Jackie Coleman,F,81.4,31,137.5,72.5,165,375
Amy Swiontek,F,87.3,27,147.5,80,155,382.5
Liliana Correa,F,88.4,36,127.5,55,137.5,320
Chelsea Mathews,F,97.7,35,160,85,182.5,427.5
Hunter Eck,M,65.9,17,147.5,102.5,175,425
Michael Coladipietro,M,73.9,23,222.5,145,260,627.5
Maximilian Finnegan,M,70.4,23,200,145,235,580
Dylan Sullivan,M,72.8,23,165,132.5,202.5,500
Sean Cooper,M,74.2,20,160,105,212.5,477.5
James Goddard,M,69.5,31,132.5,90,172.5,395
Joshua Beeler,M,78.6,35,197.5,142.5,257.5,597.5
Eric Gerz,M,81,34,180,132.5,232.5,545
Tyler Bolger,M,86.4,21,217.5,147.5,260,625
Robert Hayes #1,M,97.7,29,242.5,167.5,311,721
Cortez Gardner,M,97.5,33,235,160,270,665
Brandon Bennett,M,94.1,28,167.5,117.5,202.5,487.5
Stephen Woodward,M,109,31,227.5,178,252.5,658
Jed Dant,M,106.1,37,205,185,230,620
Mark Conover,M,119.7,29,300,210,290,800
Mylene Thomas,F,51.45,36,92.5,57.5,120,270
Selvana Ayoub,F,57.75,30,97.5,50,125,272.5
Sandra Garcia,F,58.55,35,87.5,37.5,105,230
Sarah Houhoulis,F,61.3,27,145,102.5,152.5,400
Melissa Pearson,F,66.65,25,100,52.5,157.5,310
Carmen Montes,F,65.8,26,92.5,40,95,227.5
Rose BrownEagle,F,73.8,33,145,67.5,150,362.5
Tessa Sawyers,F,68.8,23,120,67.5,135,322.5
Adela Nejedla,F,68.75,20,105,57.5,130,292.5
Alexandra Pantos,F,69.5,25,77.5,57.5,100,235
Marlow King,F,76.7,26,160,80,177.5,417.5
Christina Lexa,F,80,34,152.5,60,165,377.5
Rachel Travis,F,89.4,28,130,70,185,385
Vilma Tury,F,87.3,58,117.5,67.5,152.5,337.5
Marissa Wilson,F,103.7,27,230.5,125,195,550.5
Dominique Braggs,F,94,46,100,55,160,315
Robyn Nicholson,F,94.8,34,75,52.5,130,257.5
Manuel De La Rosa,M,62.2,31,137.5,95,167.5,400
Jason Ogden,M,72.9,29,145,102.5,177.5,425
Iman Salami,M,74.15,17,130,100,152.5,382.5
Sergio Valdez,M,79.45,26,185,147.5,202.5,535
Jake Shankman,M,75.2,24,197.5,125,205,527.5
Kyler Bartee,M,79.05,27,127.5,92.5,172.5,392.5
Joseph Vidalis,M,89.3,33,215,140,242.5,597.5
Alex Trumbull,M,89,30,175,120,215,510
Benjamin Scott,M,97.4,30,252.5,190,290,732.5
George Latson,M,98.7,27,245,195,265,705
Joseph Simon,M,99.4,29,247.5,160,237.5,645
Anthony Colavito,M,99.8,33,212.5,147.5,250,610
Mike Schiermeyer,M,97.4,25,205,130,227.5,562.5
Benjamin Kikta,M,98.05,29,195,147.5,217.5,560
Adam Levine,M,96.5,26,160,107.5,205,472.5
Daniel Payne,M,95.2,27,137.5,97.5,160,395
Chris Blankenship,M,107.55,35,242.5,160,255,657.5
Kieran Kepler,M,104.3,28,170,147.5,260,577.5
Brandon Holmberg,M,117.5,28,222.5,145,272.5,640
Chris Allen,M,118.5,45,155,165,252.5,572.5
Coleman Blakeley,M,130.6,18,170,105,185,460
Michael Estrella,M,67.5,31,227.5,167.5,252.5,647.5
Anthony Castro,M,70.9,29,170,122.5,212.5,505
Jesse Carrillo,M,74.5,29,165,110,202.5,477.5
Jonathan Talavera,M,72.2,23,147.5,102.5,190,440
Jared Brenden,M,86.4,19,210,142.5,255,607.5
Troy Zuroske,M,99,26,240,150,300,690
Pavlo Ivanusa,M,98.8,25,225,135,240,600
Wyatt Jensen,M,121.9,17,210,132.5,225,567.5
Matt Slate,M,129.5,36,242.5,200,232.5,675
Krystal Galeana,F,58.4,28,130,70,147.5,347.5
April Ghiroli,F,73.9,30,157.5,92.5,200,450
Ysabelle Sadsad,F,70.8,26,135,72.5,145,352.5
Jessica Richer,F,74.1,36,105,80,157.5,342.5
Minna Abassi,F,72.3,31,100,60,125,285
Erika Sims,F,85,37,77.5,55,112.5,245
Brandon Galguera,M,59.1,21,157.5,112.5,197.5,467.5
Sean Torres,M,73.5,26,167.5,117.5,225,510
Aaron Agapay,M,79.3,25,185,125,242.5,552.5
Stephen Dezutter,M,89,28,207.5,135,212.5,555
J.C. Hiatt,M,88.6,26,182.5,135,232.5,550
Gio Ruiz,M,87.1,29,177.5,145,195,517.5
Mark Goode,M,87.1,29,165,115,227.5,507.5
Thomas Schmoyer,M,87.7,25,175,142.5,185,502.5
Kelly Tran,M,87.3,25,167.5,120,167.5,455
Matthew Wasef,M,98.4,19,262.5,167.5,277.5,707.5
Lee Van Domingo,M,96.2,28,235,132.5,245,612.5
Alexander Garduno-Turincio,M,97.6,20,190,132.5,227.5,550
Josiah Hawksley,M,97.2,22,220,122.5,205,547.5
Peter Salinas,M,113.4,26,237.5,182.5,275,695
Jose-JJ Leyva,M,120,24,237.5,157.5,235,630
Kimberly Sink,F,50.8,33,110,67.5,152.5,330
Emily Powell,F,50.15,29,70,42.5,102.5,215
Rachel Snead,F,65,20,75,40,105,220
Brittany Turner,F,75.25,27,112.5,62.5,130,305
Bill Tenerelli,M,60,32,200,122.5,250,572.5
Carmine Notaro,M,67.5,26,155,97.5,217.5,470
Oscar Galvan,M,73.1,20,190,147.5,232.5,570
Stuart Shickel,M,74.7,36,195,140,210,545
Omar Ezzeddine,M,73.7,26,195,135,210,540
Tyler Fiorillo,M,72.8,27,160,105,240,505
Jose Romero,M,73.9,24,182.5,122.5,185,490
Luke Selover,M,79.5,25,227.5,145,255,627.5
Jacob Coggsdale,M,79.5,24,187.5,110,227.5,525
Graham Rogers,M,82.1,35,172.5,120,205,497.5
Guytano Vignoli,M,89.9,25,220,145,250,615
Bradley Dean,M,87.7,25,170,125,227.5,522.5
Chase McClendon,M,88.4,22,147.5,115,202.5,465
Jaime Espinoza,M,87.1,30,172.5,107.5,180,460
Robert Saunders,M,91.5,26,200,125,227.5,552.5
Hugo Guillen,M,93.8,32,170,117.5,260,547.5
Leon Oyaro,M,106.7,25,250,157.5,300,707.5
Julius Walton,M,128.2,33,276,137.5,290,703.5
Haveesh Sharma,M,127.5,31,195,127.5,245,567.5
Victoria Medina,F,43,24,45,30,65,140
Caseara Martinez,F,55.2,28,127.5,87.5,140,355
Giselle Resngit,F,54.1,31,80,52.5,125,257.5
Irina Berdnik,F,54.9,32,65,50,102.5,217.5
Monica Nelson,F,60,26,110,80,140,330
Lyanna Tompkins,F,59.4,24,117.5,47.5,122.5,287.5
Edith Salgado,F,56.9,30,75,35,92.5,202.5
Andrea Kwong,F,67.5,21,80,35,95,210
Patricia Denyer,F,72.9,27,130,80,162.5,372.5
Vanessa Nordin,F,71.3,33,130,75,150,355
Mabelle Bong,F,81.3,26,147.5,77.5,185,410
Pritee Sidhu,F,84.3,27,80,47.5,125,252.5
Jennifer Rosas,F,86.3,39,102.5,32.5,107.5,242.5
Raquel Morrales,F,83.3,45,55,55,107.5,217.5
Brittany Olson,F,83.5,30,45,40,92.5,177.5
Maira Montes,F,86.5,35,40,40,95,175
Michaela Andrews,F,107.4,31,127.5,72.5,130,330
Cliff Suzuki,M,55.9,67,100,55,160,315
Scott Suzuki,M,65.3,37,170,132.5,242.5,545
Jonathan Nguyen,M,74.1,23,187.5,142.5,247.5,577.5
Timothy Dumancas,M,74.3,26,192.5,117.5,250,560
Conlan Shiono,M,73.8,30,137.5,95,212.5,445
Derrick Cheng,M,81.8,26,202.5,145,272.5,620
Aaron Lee,M,82.5,32,165,155,252.5,572.5
Jason Romero,M,80,35,190,135,235,560
Markus Covington,M,89.9,25,195,125,257.5,577.5
Mir Inaamullah,M,89.9,30,200,120,217.5,537.5
Reynaldo Sevilla,M,88.8,28,185,117.5,227.5,530
Nick Brockman,M,97.8,38,132.5,110,207.5,450
Kai Wiesner-Hanks,M,106.3,31,195,152.5,235,582.5
Anthony Barr,M,117.3,40,185,122.5,202.5,510
Gerald Omictin,M,129,26,285,192.5,285,762.5
Rebecca Bruce,F,54.6,48,102.5,62.5,170,335
Celeste Vallejo,F,54.5,27,95,62.5,137.5,295
Cassie Kelly,F,59.1,32,102.5,50,117.5,270
Hannah Polly,F,64.9,25,147.5,82.5,167.5,397.5
Kelly O'Brien,F,64.5,35,150,95,150,395
Nicola Adamchik,F,66.5,39,120,67.5,142.5,330
Amanda Mowry,F,66.6,41,95,55,132.5,282.5
Eileen Guan,F,67.5,25,80,47.5,102.5,230
Sabrina Mangin,F,71.4,34,142.5,80,152.5,375
Stephanie Dietz,F,74.1,33,132.5,82.5,155,370
Liz Doernhoefer,F,73.2,24,105,62.5,152.5,320
Alison Leddy,F,73.3,25,100,55,115,270
Ashley Cloern,F,72,33,90,60,107.5,257.5
Madeline Herbert,F,71.4,26,82.5,55,102.5,240
Claire Droppelman,F,78.3,25,102.5,57.5,137.5,297.5
Nathan Weaver,M,66.7,23,200,122.5,245,567.5
Daniel Mogilevsky,M,66.1,16,130,100,185,415
Jesse Ramirez,M,74.2,30,197.5,145,247.5,590
Deon Casey,M,82.1,27,200,177.5,257.5,635
Luke Selover,M,79.7,26,235,135,262.5,632.5
Colin Van Dusseldorp,M,80.3,30,200,112.5,275,587.5
Andrew Schenk,M,79.7,32,195,115,230,540
Sean Rodriguez,M,81.6,33,185,117.5,182.5,485
Branden Short,M,89.5,20,257.5,160,317.5,735
Patrick Leddy,M,88.4,54,125,122.5,192.5,440
Kole Amor,M,97.5,23,252.5,175,327.5,755
Bradley Milush,M,96.3,22,202.5,135,245,582.5
Scott Roberts,M,98.3,50,185,110,220,515
James Hogan II,M,105.8,35,172.5,150,227.5,550
Harley Redd,M,154.1,19,287.5,172.5,255,715
Camille Dubose,F,55.9,32,95,55,120,270
Jennifer Huynh,F,63.7,27,120,62.5,150,332.5
Lauren Code,F,105.1,33,155,72.5,150,377.5
Eduardo Guzman,M,66,25,157.5,100,172.5,430
Alexander Barton,M,72.9,25,182.5,100,182.5,465
Dan Polta,M,80.4,27,185,120,232.5,537.5
Jeffrey Sartwell,M,82.4,53,140,105,205,450
Tyler Trent,M,89.8,24,227.5,170,285,682.5
Jacob Cox,M,88.5,26,187.5,137.5,235,560
Jonathan Renquist,M,113.4,25,210,175,227.5,612.5
Vanessa Ferla,F,47.4,33,102.5,70.5,142.5,315.5
Darla King,F,54.1,43,127.5,83,142.5,353
Carissa Stith,F,55.1,34,130.5,77.5,133,341
Latonia Sumuel,F,74.9,37,145,87.5,182.5,415
Neaomi Quartucci,F,69.7,43,137.5,70,135,342.5
Sophie Tran,F,82.5,37,152.5,70,182.5,405
Michelle Kebodeaux,F,79.7,41,102.5,57.5,100,260
Monica Gonzalez,F,89.9,22,172.5,72.5,165,410
David Berube,M,55.9,27,87.5,62.5,120,270
Benny Le,M,67,26,207.5,140,215,562.5
Ricardo Moncibais,M,73.2,34,172.5,110,187.5,470
Kyle McFee,M,68.4,25,137.5,100,182.5,420
Ramiro Espinosa,M,82,29,220,160,257.5,637.5
Jose Cuevas,M,82.4,29,202.5,125,237.5,565
James Tanner,M,78.1,28,177.5,122.5,210,510
Alex Bazan,M,80,26,170,122.5,182.5,475
Taylor Hull,M,87.8,21,245,145,245,635
Jeremey King,M,106.5,31,242.5,212.5,272.5,727.5
Aaron Luther,M,118.9,32,247.5,172.5,277.5,697.5
Juan Perez,M,182.6,25,262.5,172.5,245,680
Jessica Bleifield,F,51.1,30,95,45,137.5,277.5
Hannah Lynch,F,63.4,24,92.5,55,110,257.5
Ashley Cloern,F,67.2,34,85,57.5,100,242.5
Sabrina Mangin,F,71.2,34,145,75,155,375
Devin Vanvorst,F,72.8,28,122.5,67.5,140,330
Larissa Maiden,F,74.2,26,102.5,60,117.5,280
Amy Grass,F,82,36,117.5,80,157.5,355
Cara Boss,F,108.4,26,187.5,107.5,212.5,507.5
Matt Martin,M,66.1,27,107.5,100,157.5,365
Brandon Vincenzo,M,74.7,19,220,122.5,197.5,540
Alexander Bianco,M,74.7,27,177.5,120,177.5,475
Anthony Ange,M,74.3,27,152.5,92.5,175,420
Luke Plunkett,M,79.5,32,197.5,127.5,220,545
Liam Elliott,M,82.3,42,185,110,227.5,522.5
Chris Walker,M,82.2,29,185,125,210,520
Jacob Daniel,M,89.7,27,215,160,255,630
Alva Webster,M,96.8,25,242.5,125,265,632.5
Alexander Bogard,M,90.5,26,230,150,245,625
Brandon Burt,M,98,30,232.5,165,215,612.5
Daniel Kershner,M,94.6,28,182.5,160,247.5,590
Nicholas Runyon,M,96,24,202.5,137.5,245,585
Jared Clifton,M,108.3,26,240,160,247.5,647.5
Randall May,M,105.3,30,127.5,80,185,392.5
Nicholas Evans #1,M,120.9,24,275,175,285,735
Cory Ortman,M,121.8,27,240,165,262.5,667.5
Victor Falco,M,137.5,26,240,160,235,635
Harley Redd,M,159.6,19,312.5,177.5,280,770
Benjamin Davis,M,151.8,30,242.5,215,235,692.5
Judy Parra,F,51.1,30,110,62.5,137.5,310
Chijioke Offor,F,52.5,44,110,57.5,155,322.5
Baylee Pfister,F,59,24,137.5,85,160,382.5
Allison Clark,F,65.9,30,95,57.5,145,297.5
Belen Ramirez,F,66.7,19,112.5,47.5,130,290
Terrence Poole,M,74.9,37,190,125,232.5,547.5
Jacob Carpentier,M,73.7,25,187.5,127.5,202.5,517.5
Daniel Woodley,M,74,23,130,122.5,207.5,460
Justin Sorenson #1,M,89.1,19,232.5,142.5,288,663
Derek Freda,M,88,25,225,162.5,217.5,605
Chris Donofrio,M,138.8,40,192.5,183,220,595.5
Samantha Terry,F,58.4,25,112.5,60,115,287.5
Alaina Wilken,F,58.2,27,102.5,45,115,262.5
Naz Salman,F,64.7,28,155,75,157.5,387.5
Grace Thomas #1,F,73.5,21,137.5,67.5,147.5,352.5
Kaitlin Wiley,F,80.9,24,127.5,85,147.5,360
Nicki Laycoax,F,79.4,40,130,90,132.5,352.5
James Daniken,M,65.2,18,125,105,175,405
Ryan Hueseman,M,66.9,19,147.5,72.5,172.5,392.5
Mitch Maple,M,65.1,24,70,55,142.5,267.5
Deon Casey,M,81.4,27,215,182.5,272.5,670
Phillip Matar,M,86.1,32,160,160,207.5,527.5
Eric Terry,M,88.8,27,185,122.5,220,527.5
Kameron Thompson,M,99.2,22,187.5,165,257.5,610
Erik Mawhorter,M,101.9,24,260,190,230,680
John Fawbush,M,104.1,24,200,142.5,235,577.5
Christopher Hogue,M,123.1,25,165,97.5,207.5,470
Christopher Stinson,M,155.9,28,215,112.5,215,542.5
Casey Jo Hill,F,53,27,110,80,120,310
Elena Viscomi,F,64.8,33,112.5,55,140,307.5
Linda Arvey,F,80.4,68,80,62.5,102.5,245
Raleigh Dia,M,64.8,25,165,125,232.5,522.5
Mike Connolly,M,65.9,21,175,110,227.5,512.5
Kris Novak,M,80.1,29,197.5,137.5,220,555
Sergio Jara,M,79.2,24,112.5,77.5,147.5,337.5
Alec Chen,M,89.8,17,230,127.5,252.5,610
Matthew Newberry,M,86.3,36,180,135,235,550
Nicholas Boleto,M,88,23,177.5,127.5,215,520
Ethan Coolidge,M,88.4,24,172.5,127.5,205,505
Al Arvey,M,85,72,80,65,92.5,237.5
Vanden Grube,M,98.4,20,285,175,322.5,782.5
Justin Eckert,M,98.8,38,175,122.5,182.5,480
Jeffrey Espinola,M,98.6,27,120,85,182.5,387.5
James Mingle,M,107.8,50,205,127.5,237.5,570
Margaret Wunderlich,F,56.7,26,70,55,110,235
Maria Baldino,F,67.4,28,95,60,127.5,282.5
Bethany Freud,F,64.5,37,82.5,47.5,105,235
Eileen Guan,F,67.3,24,70,42.5,80,192.5
Alison Leddy,F,72.7,25,92.5,52.5,120,265
Jennifer Bermudez,F,127.8,33,150,77.5,155,382.5
Kong Vorachack,M,65.7,22,122.5,105,170,397.5
Henry Millard,M,74.1,31,205,155,242.5,602.5
Michael Coladipietro,M,74.2,22,205,132.5,242.5,580
Nicholas Sinicropi,M,72.7,20,172.5,155,230,557.5
Noel Cordero,M,70.6,21,182.5,140,202.5,525
Daniel Daws,M,73.7,33,160,137.5,192.5,490
Dexter Jones,M,81.9,27,287.5,210,305,802.5
Dakota Graf,M,80.7,26,197.5,127.5,220,545
John Willi,M,80.3,20,165,112.5,217.5,495
Matt Guzik,M,88.1,25,255,155,295,705
Aaron Baker,M,89.4,26,207.5,135,252.5,595
Jake Daniel,M,88.7,26,200,150,237.5,587.5
Zane Ernst,M,86.5,31,190,157.5,220,567.5
Wes Campbell,M,88.4,30,212.5,120,227.5,560
Tucker Graff,M,87.1,30,170,115,177.5,462.5
Jason Michaud,M,89.1,34,147.5,72.5,182.5,402.5
Justin Smith #2,M,98.8,25,252.5,195,302.5,750
Alvin Rodriguez,M,92.7,32,200,120,230,550
Dalton Williams,M,96.3,28,155,125,185,465
Tony Thomas,M,108.7,34,227.5,145,275,647.5
Ross Irvine,M,109.7,32,205,140,260,605
Eric Boomershine,M,123.7,24,250,192.5,267.5,710
Joseph Vrona,M,112.9,35,237.5,185,282.5,705
Tim Bonds,M,123.1,36,150,172.5,290,612.5
Christopher Antjas,M,116.3,29,172.5,140,227.5,540
Andy Shaeffer,M,116.8,48,170,120,200,490
Tyree Dunn,M,156.8,29,372.5,227.5,335,935
Tabitha Carbonel,F,50.55,37,112.5,50,142.5,305
Jen Jue,F,55.35,26,105,52.5,137.5,295
Alexandria Panduro,F,55.45,23,102.5,55,110,267.5
Jennifer Correia,F,59.4,34,107.5,72.5,142.5,322.5
Natasha Singh,F,66,26,112.5,45,130,287.5
Tia Okuhara-Todd,F,75.65,32,97.5,60,100,257.5
Ashleigh Campbell,F,99.55,31,127.5,67.5,157.5,352.5
Shamal Asnani,M,73.65,26,182.5,117.5,242.5,542.5
Ryan Mendoza,M,74.15,33,185,117.5,220,522.5
Edgar Sanchez,M,82.35,26,227.5,142.5,210,580
Shawn Taylor,M,89.85,25,242.5,145,277.5,665
Jerico Madrid,M,89.4,18,235,145,267.5,647.5
Joel Gonzalez,M,87.7,23,172.5,132.5,210,515
Michael Anguelo,M,99.2,27,265,177.5,262.5,705
Rowell Dingle,M,104.25,24,217.5,140,237.5,595
